user_id,signup_date,loyalty_status,age,city,avg_rating_given,churn_prob,referred_by,was_referred
R00024,2025-04-16 00:00:00+00:00,Gold,41.0,Nairobi,4.4,0.3819486160999928,R00015,1
R00025,2023-10-24 00:00:00+00:00,Bronze,46.0,Cairo,3.8,0.4325432238769507,R00021,1
R00026,2024-08-08 00:00:00+00:00,Bronze,19.0,Lagos,4.7,0.2223838627316544,,0
R00027,2023-07-13 00:00:00+00:00,Silver,35.0,Cairo,4.7,0.3220642377833406,R00021,1
R00028,2025-03-15 00:00:00+00:00,Silver,42.0,Cairo,4.9,0.3840175775107908,,0
R00029,2023-12-25 00:00:00+00:00,Bronze,23.0,Lagos,4.8,0.0435092202303506,R00025,1
R00030,2024-09-05 00:00:00+00:00,Bronze,46.0,Lagos,4.1,0.0668571452226472,R00023,1
R00031,2024-03-19 00:00:00+00:00,Bronze,30.0,Lagos,4.1,0.276995816524852,,0
R00032,2024-09-21 00:00:00+00:00,Bronze,35.0,Nairobi,5.0,0.1423222710606449,,0
R00033,2024-02-21 00:00:00+00:00,Bronze,25.0,Cairo,4.6,0.3302459027051639,R00018,1
R00034,2024-06-08 00:00:00+00:00,Silver,45.0,Nairobi,3.1,0.0985965155626195,,0
R00035,2025-01-25 00:00:00+00:00,Bronze,36.0,Nairobi,4.7,0.195310917231213,,0
R00036,2024-05-04 00:00:00+00:00,Bronze,31.0,Lagos,3.9,0.1779834154145498,,0
R00037,2024-03-03 00:00:00+00:00,Gold,39.0,Nairobi,3.9,0.2479956988957714,,0
R00038,2023-12-12 00:00:00+00:00,Silver,32.0,Nairobi,5.0,0.2483969974888393,,0
R00039,2024-09-04 00:00:00+00:00,Bronze,44.0,Nairobi,4.5,0.5751170483042427,,0
R00040,2024-07-28 00:00:00+00:00,Silver,28.0,Cairo,3.9,0.2007305383539973,,0
R00041,2023-12-18 00:00:00+00:00,Bronze,35.0,Lagos,3.7,0.0949636897208835,,0
R00042,2023-10-05 00:00:00+00:00,Bronze,18.0,Lagos,3.9,0.3846252956347578,,0
R00043,2024-09-30 00:00:00+00:00,Bronze,31.0,Nairobi,3.7,0.2649541755456416,,0
R00044,2024-11-24 00:00:00+00:00,Bronze,32.0,Cairo,4.7,0.2283759236765485,,0
R00045,2024-12-13 00:00:00+00:00,Bronze,26.0,Nairobi,4.8,0.2140567164863131,,0
R00046,2023-12-15 00:00:00+00:00,Bronze,38.0,Cairo,4.7,0.2968915838221539,,0
R00047,2024-05-04 00:00:00+00:00,Bronze,38.0,Nairobi,3.9,0.0910992994427144,,0
R00048,2024-04-26 00:00:00+00:00,Bronze,18.0,Nairobi,4.5,0.55528566720569,,0
R00049,2024-01-12 00:00:00+00:00,Silver,47.0,Lagos,4.7,0.2677261007392464,,0
R00050,2023-11-28 00:00:00+00:00,Bronze,48.0,Lagos,5.0,0.2216757767894309,,0
R00051,2024-05-03 00:00:00+00:00,Bronze,34.0,Nairobi,4.3,0.0528768765315581,R00047,1
R00052,2023-12-29 00:00:00+00:00,Bronze,18.0,Nairobi,4.7,0.5941592950234724,R00003,1
R00053,2024-01-03 00:00:00+00:00,Bronze,43.0,Cairo,4.7,0.2296086377463304,,0
R00054,2024-03-08 00:00:00+00:00,Silver,26.0,Nairobi,5.0,0.123597819238638,R00026,1
R00055,2024-10-04 00:00:00+00:00,Bronze,31.0,Lagos,4.1,0.7561044464443721,,0
R00056,2024-01-28 00:00:00+00:00,Bronze,23.0,Cairo,5.0,0.2908658054401095,R00017,1
R00057,2025-04-04 00:00:00+00:00,Bronze,39.0,Lagos,4.8,0.4507836749433272,,0
R00058,2023-10-12 00:00:00+00:00,Gold,35.0,Nairobi,5.0,0.3893590424103285,,0
R00059,2025-04-07 00:00:00+00:00,Bronze,37.0,Lagos,4.1,0.0750071571453533,R00002,1
R00060,2024-12-14 00:00:00+00:00,Bronze,40.0,Lagos,4.7,0.2156576803926042,R00040,1
R00061,2024-07-10 00:00:00+00:00,Bronze,35.0,Cairo,4.1,0.0345773093642957,,0
R00062,2023-09-24 00:00:00+00:00,Silver,30.0,Cairo,4.9,0.4495572393431949,R00039,1
R00063,2025-03-17 00:00:00+00:00,Bronze,38.0,Cairo,3.6,0.1659046469186085,,0
R00064,2024-07-16 00:00:00+00:00,Silver,38.0,Lagos,4.5,0.3516004633006809,,0
R00065,2024-04-10 00:00:00+00:00,Silver,45.0,Cairo,4.7,0.3787574867592808,,0
R00066,2023-12-26 00:00:00+00:00,Bronze,44.0,Cairo,4.6,0.2374489453076986,,0
R00067,2024-07-12 00:00:00+00:00,Platinum,32.0,Lagos,4.6,0.129172651747416,R00041,1
R00068,2024-07-23 00:00:00+00:00,Silver,18.0,Nairobi,4.2,0.3025972275799573,,0
R00069,2025-02-13 00:00:00+00:00,Bronze,20.0,Nairobi,3.8,0.1142799239992379,R00033,1
R00070,2024-06-03 00:00:00+00:00,Bronze,44.0,Nairobi,5.0,0.1145642344870002,,0
R00071,2023-05-23 00:00:00+00:00,Bronze,18.0,Cairo,4.1,0.427204987152225,R00036,1
R00072,2024-03-16 00:00:00+00:00,Gold,45.0,Cairo,4.3,0.0734096699497335,,0
R00073,2023-11-10 00:00:00+00:00,Silver,45.0,Nairobi,5.0,0.2235788109340122,,0
R00074,2024-05-27 00:00:00+00:00,Silver,51.0,Nairobi,4.7,0.1391667877232184,,0
R00075,2023-10-10 00:00:00+00:00,Bronze,53.0,Lagos,4.6,0.5320351353115447,R00017,1
R00076,2025-04-11 00:00:00+00:00,Bronze,35.0,Nairobi,5.0,0.1533746168508103,,0
R00077,2023-08-13 00:00:00+00:00,Silver,40.0,Nairobi,4.3,0.3925335263020058,,0
R00078,2024-05-07 00:00:00+00:00,Bronze,43.0,Cairo,4.1,0.1582749031926973,,0
R00079,2024-08-20 00:00:00+00:00,Silver,53.0,Cairo,4.6,0.5000642060242695,R00078,1
R00080,2024-08-27 00:00:00+00:00,Silver,41.0,Nairobi,4.0,0.4084546332336575,,0
R00081,2023-06-20 00:00:00+00:00,Bronze,33.0,Nairobi,4.6,0.1276952166611272,R00040,1
R00082,2024-04-20 00:00:00+00:00,Silver,24.0,Nairobi,3.7,0.2723028130421054,R00037,1
R00083,2023-10-02 00:00:00+00:00,Bronze,25.0,Lagos,5.0,0.3310075261815995,R00040,1
R00084,2025-01-28 00:00:00+00:00,Gold,25.0,Nairobi,4.6,0.0941799983863534,,0
R00085,2024-03-20 00:00:00+00:00,Silver,35.0,Lagos,4.5,0.0850348837289639,,0
R00086,2023-06-11 00:00:00+00:00,Bronze,35.0,Lagos,5.0,0.2328261310768135,,0
R00087,2023-10-12 00:00:00+00:00,Silver,23.0,Nairobi,4.3,0.52562970707465,,0
R00088,2024-07-23 00:00:00+00:00,Silver,49.0,Nairobi,3.8,0.3911393238329257,,0
R00089,2024-07-22 00:00:00+00:00,Bronze,38.0,Lagos,4.6,0.4791333759012325,,0
R00090,2023-11-09 00:00:00+00:00,Gold,37.0,Lagos,4.0,0.1643631095931657,,0
R00091,2024-08-08 00:00:00+00:00,Silver,44.0,Nairobi,4.3,0.0366101728754421,,0
R00092,2023-08-03 00:00:00+00:00,Bronze,20.0,Cairo,4.4,0.059747537123214,,0
R00093,2025-02-21 00:00:00+00:00,Bronze,35.0,Nairobi,4.5,0.3668583272761777,,0
R00094,2023-08-01 00:00:00+00:00,Silver,35.0,Nairobi,5.0,0.4725989620975035,,0
R00095,2024-08-24 00:00:00+00:00,Bronze,39.0,Nairobi,3.8,0.2268244178133529,R00010,1
R00096,2024-10-09 00:00:00+00:00,Gold,18.0,Nairobi,4.7,0.332484349888392,R00049,1
R00097,2023-11-23 00:00:00+00:00,Bronze,26.0,Cairo,5.0,0.1363905891831222,,0
R00098,2024-04-25 00:00:00+00:00,Bronze,37.0,Nairobi,4.5,0.3364425968203766,,0
R00099,2024-09-03 00:00:00+00:00,Bronze,35.0,Lagos,5.0,0.6422268488137456,R00020,1
R00100,2023-12-30 00:00:00+00:00,Bronze,38.0,Nairobi,4.5,0.3372296529871696,R00069,1
R00101,2023-11-06 00:00:00+00:00,Silver,44.0,Nairobi,3.7,0.3652124149627916,,0
R00102,2023-11-01 00:00:00+00:00,Silver,38.0,Cairo,4.4,0.4117123037822104,,0
R00103,2025-02-27 00:00:00+00:00,Silver,23.0,Lagos,4.5,0.4096502920105954,,0
R00104,2024-04-22 00:00:00+00:00,Silver,27.0,Nairobi,4.2,0.3960801956549065,,0
R00105,2024-06-30 00:00:00+00:00,Gold,45.0,Cairo,4.6,0.2380588133109226,R00006,1
R00106,2024-04-13 00:00:00+00:00,Bronze,39.0,Cairo,5.0,0.4046490586656882,,0
R00107,2025-04-04 00:00:00+00:00,Bronze,30.0,Lagos,4.5,0.1682732339882772,,0
R00108,2024-04-24 00:00:00+00:00,Bronze,24.0,Lagos,4.5,0.3438516292219788,R00058,1
R00109,2024-10-19 00:00:00+00:00,Gold,46.0,Lagos,3.9,0.3163560397763678,,0
R00110,2024-03-12 00:00:00+00:00,Bronze,32.0,Lagos,3.9,0.1645787897056871,R00017,1
R00111,2024-03-25 00:00:00+00:00,Silver,30.0,Cairo,4.8,0.3165635672729368,R00086,1
R00112,2024-08-02 00:00:00+00:00,Silver,38.0,Lagos,4.2,0.2016084956877335,,0
R00113,2024-06-24 00:00:00+00:00,Bronze,29.0,Lagos,4.9,0.266664107768644,,0
R00114,2025-02-13 00:00:00+00:00,Bronze,42.0,Cairo,4.7,0.1355829520783844,R00039,1
R00115,2025-02-16 00:00:00+00:00,Bronze,40.0,Lagos,4.4,0.0668744381766838,,0
R00116,2024-01-19 00:00:00+00:00,Silver,22.0,Cairo,5.0,0.0558959848645796,R00025,1
R00117,2024-04-10 00:00:00+00:00,Bronze,36.0,Lagos,4.4,0.1785697568490837,R00056,1
R00118,2025-01-08 00:00:00+00:00,Silver,37.0,Cairo,4.5,0.3814691618584306,,0
R00119,2023-06-21 00:00:00+00:00,Bronze,47.0,Lagos,5.0,0.0236895768400995,R00108,1
R00120,2024-06-12 00:00:00+00:00,Platinum,35.0,Cairo,4.6,0.125438372083694,,0
R00121,2024-05-14 00:00:00+00:00,Bronze,35.0,Cairo,4.3,0.2437665975883981,R00090,1
R00122,2023-09-17 00:00:00+00:00,Bronze,53.0,Nairobi,4.6,0.4429460738615572,R00048,1
R00123,2024-01-03 00:00:00+00:00,Gold,41.0,Nairobi,5.0,0.1033180685391182,,0
R00124,2024-05-27 00:00:00+00:00,Bronze,26.0,Cairo,4.5,0.4470021829816684,R00092,1
R00125,2024-03-22 00:00:00+00:00,Bronze,38.0,Lagos,4.1,0.1853866242170007,,0
R00126,2024-05-15 00:00:00+00:00,Bronze,41.0,Cairo,4.3,0.261367127443653,,0
R00127,2023-05-26 00:00:00+00:00,Bronze,49.0,Cairo,5.0,0.1472361632639129,,0
R00128,2024-11-11 00:00:00+00:00,Bronze,47.0,Cairo,3.5,0.2914872765481502,,0
R00129,2024-03-27 00:00:00+00:00,Bronze,48.0,Cairo,4.2,0.168685318993874,,0
R00130,2024-07-04 00:00:00+00:00,Bronze,29.0,Nairobi,4.1,0.323264925181667,,0
R00131,2023-08-09 00:00:00+00:00,Bronze,34.0,Lagos,5.0,0.3414775492338986,,0
R00132,2024-08-24 00:00:00+00:00,Silver,41.0,Nairobi,4.9,0.4516347498364111,,0
R00133,2024-01-02 00:00:00+00:00,Gold,45.0,Cairo,5.0,0.2008957972464956,,0
R00134,2025-01-26 00:00:00+00:00,Bronze,43.0,Lagos,3.9,0.5766586389254302,,0
R00135,2024-02-06 00:00:00+00:00,Bronze,23.0,Cairo,3.6,0.1028799624063755,,0
R00136,2024-10-20 00:00:00+00:00,Gold,42.0,Lagos,4.8,0.0501499171127049,,0
R00137,2023-05-02 00:00:00+00:00,Bronze,60.0,Lagos,4.6,0.1841979731600424,R00135,1
R00138,2023-11-25 00:00:00+00:00,Silver,35.0,Cairo,4.7,0.1646723595792388,,0
R00139,2024-12-26 00:00:00+00:00,Bronze,28.0,Cairo,4.9,0.2049165132273619,R00083,1
R00140,2024-08-07 00:00:00+00:00,Silver,29.0,Lagos,4.1,0.4536451755346545,,0
R00141,2023-06-18 00:00:00+00:00,Gold,38.0,Cairo,5.0,0.2323348468585359,R00007,1
R00142,2024-05-15 00:00:00+00:00,Bronze,37.0,Nairobi,4.5,0.3895161506185756,,0
R00143,2025-04-14 00:00:00+00:00,Bronze,28.0,Nairobi,4.2,0.3991628880664878,,0
R00144,2024-04-15 00:00:00+00:00,Gold,27.0,Nairobi,5.0,0.293909669538353,R00003,1
R00145,2024-02-08 00:00:00+00:00,Bronze,35.0,Cairo,4.3,0.573402630794354,,0
R00146,2024-12-29 00:00:00+00:00,Bronze,27.0,Cairo,5.0,0.3659639420148633,,0
R00147,2024-03-26 00:00:00+00:00,Silver,42.0,Cairo,4.7,0.6499777303070238,,0
R00148,2024-11-29 00:00:00+00:00,Silver,33.0,Cairo,5.0,0.3259941812443281,,0
R00149,2023-12-19 00:00:00+00:00,Bronze,18.0,Cairo,5.0,0.3468258327886682,R00027,1
R00150,2025-02-21 00:00:00+00:00,Silver,35.0,Lagos,3.9,0.4440163741168448,R00103,1
R00151,2023-07-24 00:00:00+00:00,Silver,26.0,Nairobi,5.0,0.4170009830556392,,0
R00152,2024-07-21 00:00:00+00:00,Silver,36.0,Lagos,4.5,0.3806954630862459,R00002,1
R00153,2023-09-04 00:00:00+00:00,Bronze,30.0,Cairo,5.0,0.0399221725662134,,0
R00154,2024-04-29 00:00:00+00:00,Silver,40.0,Lagos,4.8,0.3526616121825557,,0
R00155,2023-09-01 00:00:00+00:00,Platinum,49.0,Lagos,4.5,0.2805100067394798,R00002,1
R00156,2025-03-10 00:00:00+00:00,Bronze,44.0,Lagos,4.9,0.0965002750624752,,0
R00157,2024-12-16 00:00:00+00:00,Silver,39.0,Lagos,4.6,0.5807553315229994,,0
R00158,2024-10-12 00:00:00+00:00,Bronze,41.0,Cairo,4.2,0.2541779890917377,R00056,1
R00159,2024-12-14 00:00:00+00:00,Bronze,23.0,Cairo,4.5,0.5593796764523086,R00074,1
R00160,2025-01-08 00:00:00+00:00,Bronze,18.0,Cairo,4.2,0.324035160361162,,0
R00161,2025-03-21 00:00:00+00:00,Bronze,34.0,Lagos,4.7,0.5616556362211852,R00035,1
R00162,2025-01-24 00:00:00+00:00,Gold,31.0,Nairobi,4.9,0.2931515611789649,,0
R00163,2024-05-09 00:00:00+00:00,Bronze,36.0,Lagos,4.6,0.4075707007337065,,0
R00164,2023-10-19 00:00:00+00:00,Bronze,20.0,Nairobi,4.0,0.5000295300635156,R00094,1
R00165,2023-12-02 00:00:00+00:00,Gold,31.0,Cairo,3.6,0.3817091730801294,,0
R00166,2023-11-30 00:00:00+00:00,Bronze,39.0,Nairobi,4.8,0.0917177581715525,,0
R00167,2025-01-26 00:00:00+00:00,Bronze,28.0,Lagos,4.8,0.5127233658080116,,0
R00168,2023-06-16 00:00:00+00:00,Bronze,24.0,Nairobi,4.7,0.2874734125040848,,0
R00169,2023-09-01 00:00:00+00:00,Bronze,49.0,Cairo,3.9,0.1585035815189253,,0
R00170,2024-08-18 00:00:00+00:00,Platinum,18.0,Lagos,4.7,0.0953809967122047,R00121,1
R00171,2024-12-01 00:00:00+00:00,Gold,38.0,Cairo,4.8,0.393390315041591,,0
R00172,2024-12-08 00:00:00+00:00,Bronze,28.0,Cairo,5.0,0.3422008462340798,,0
R00173,2024-03-11 00:00:00+00:00,Bronze,40.0,Lagos,4.1,0.1355210617619911,,0
R00174,2024-11-10 00:00:00+00:00,Gold,18.0,Nairobi,4.9,0.3287026410313873,,0
R00175,2024-07-07 00:00:00+00:00,Gold,31.0,Cairo,4.0,0.7225289374258923,,0
R00176,2023-10-07 00:00:00+00:00,Platinum,39.0,Cairo,4.7,0.6913486761006394,,0
R00177,2023-06-05 00:00:00+00:00,Bronze,48.0,Lagos,4.9,0.2721336549190099,,0
R00178,2023-07-06 00:00:00+00:00,Bronze,18.0,Lagos,4.8,0.1879251235903223,R00002,1
R00179,2024-02-28 00:00:00+00:00,Gold,32.0,Cairo,4.8,0.404959513869264,,0
R00180,2023-09-02 00:00:00+00:00,Silver,24.0,Cairo,5.0,0.0390223839494652,,0
R00181,2025-04-12 00:00:00+00:00,Gold,47.0,Lagos,4.3,0.1699949902273853,,0
R00182,2024-12-22 00:00:00+00:00,Gold,22.0,Nairobi,3.8,0.0955357455464646,,0
R00183,2024-04-18 00:00:00+00:00,Bronze,36.0,Cairo,3.9,0.0835131806344163,,0
R00184,2025-01-17 00:00:00+00:00,Bronze,56.0,Lagos,4.3,0.4859563729878903,,0
R00185,2024-07-20 00:00:00+00:00,Gold,33.0,Cairo,4.3,0.2183920435000401,,0
R00186,2023-08-08 00:00:00+00:00,Platinum,48.0,Cairo,5.0,0.2407485393579617,,0
R00187,2023-04-27 00:00:00+00:00,Silver,42.0,Lagos,4.7,0.1062258518745628,,0
R00188,2024-05-20 00:00:00+00:00,Platinum,49.0,Nairobi,3.7,0.2973697304438088,R00030,1
R00189,2025-03-09 00:00:00+00:00,Bronze,39.0,Lagos,4.1,0.0992173693276429,,0
R00190,2024-02-10 00:00:00+00:00,Bronze,25.0,Lagos,4.5,0.0819366431011277,,0
R00191,2023-06-10 00:00:00+00:00,Silver,34.0,Nairobi,5.0,0.1180854387430695,R00015,1
R00192,2024-02-28 00:00:00+00:00,Silver,49.0,Lagos,5.0,0.3077003057593037,,0
R00193,2024-08-29 00:00:00+00:00,Bronze,37.0,Cairo,4.4,0.1056683609596506,,0
R00194,2025-03-16 00:00:00+00:00,Bronze,41.0,Nairobi,4.6,0.1047687305245215,R00097,1
R00195,2024-10-30 00:00:00+00:00,Bronze,21.0,Cairo,4.6,0.5261478624523949,R00107,1
R00196,2024-02-26 00:00:00+00:00,Bronze,45.0,Lagos,4.2,0.0631166335107358,,0
R00197,2025-02-09 00:00:00+00:00,Bronze,29.0,Lagos,4.3,0.2190042759015612,,0
R00198,2023-11-13 00:00:00+00:00,Bronze,18.0,Nairobi,4.3,0.3913206791884989,R00024,1
R00199,2025-03-14 00:00:00+00:00,Bronze,27.0,Nairobi,4.9,0.06613159693388,R00007,1
R00200,2024-01-04 00:00:00+00:00,Bronze,27.0,Nairobi,3.9,0.1725231210645214,,0
R00201,2025-02-13 00:00:00+00:00,Bronze,34.0,Lagos,4.3,0.3226306756649892,R00094,1
R00202,2025-01-04 00:00:00+00:00,Bronze,28.0,Lagos,5.0,0.4489849579815448,,0
R00203,2024-07-14 00:00:00+00:00,Silver,47.0,Nairobi,4.8,0.0373389821094568,,0
R00204,2023-06-05 00:00:00+00:00,Platinum,18.0,Lagos,4.4,0.0683730664104357,,0
R00205,2024-04-13 00:00:00+00:00,Silver,30.0,Cairo,4.7,0.2974185751247637,R00008,1
R00206,2023-07-15 00:00:00+00:00,Bronze,40.0,Nairobi,3.7,0.0955045524175461,,0
R00207,2024-04-25 00:00:00+00:00,Bronze,22.0,Lagos,4.2,0.0818024088650865,,0
R00208,2024-04-17 00:00:00+00:00,Bronze,43.0,Cairo,4.8,0.1192400876340567,,0
R00209,2023-09-23 00:00:00+00:00,Bronze,39.0,Lagos,4.0,0.4863110276645085,R00001,1
R00210,2024-09-02 00:00:00+00:00,Bronze,27.0,Nairobi,4.5,0.3830021761744881,R00068,1
R00211,2023-07-22 00:00:00+00:00,Silver,36.0,Lagos,4.1,0.2397523701736289,R00025,1
R00212,2023-05-18 00:00:00+00:00,Bronze,39.0,Lagos,4.7,0.0985090147777353,,0
R00213,2024-01-26 00:00:00+00:00,Bronze,27.0,Lagos,4.4,0.5313130447558889,,0
R00214,2025-04-25 00:00:00+00:00,Bronze,26.0,Cairo,4.5,0.1960079717608227,,0
R00215,2023-12-19 00:00:00+00:00,Gold,40.0,Lagos,4.9,0.1862541859317549,,0
R00216,2024-08-18 00:00:00+00:00,Silver,33.0,Lagos,4.1,0.2666940377886549,,0
R00217,2024-02-27 00:00:00+00:00,Gold,53.0,Cairo,4.1,0.4914062329768592,R00135,1
R00218,2024-06-14 00:00:00+00:00,Bronze,26.0,Nairobi,4.6,0.0094600309080432,,0
R00219,2023-07-05 00:00:00+00:00,Bronze,26.0,Cairo,5.0,0.5867371553035393,,0
R00220,2024-08-10 00:00:00+00:00,Bronze,38.0,Nairobi,4.5,0.6386073080473273,R00001,1
R00221,2023-07-31 00:00:00+00:00,Bronze,39.0,Nairobi,4.3,0.1664799528454729,R00188,1
R00222,2023-12-19 00:00:00+00:00,Bronze,40.0,Cairo,3.5,0.4108902197984341,R00030,1
R00223,2023-09-11 00:00:00+00:00,Bronze,33.0,Cairo,4.5,0.3095913857195482,,0
R00224,2024-03-17 00:00:00+00:00,Bronze,46.0,Lagos,4.8,0.3059938173044932,,0
R00225,2023-12-06 00:00:00+00:00,Silver,26.0,Cairo,5.0,0.4960170703813586,,0
R00226,2025-03-22 00:00:00+00:00,Bronze,32.0,Lagos,3.8,0.202871294476045,R00002,1
R00227,2023-07-01 00:00:00+00:00,Bronze,51.0,Lagos,5.0,0.3594909534553158,R00069,1
R00228,2024-02-01 00:00:00+00:00,Bronze,38.0,Cairo,4.2,0.3279486896205931,,0
R00229,2023-06-29 00:00:00+00:00,Bronze,38.0,Nairobi,3.6,0.0554070042981873,,0
R00230,2023-07-03 00:00:00+00:00,Silver,34.0,Cairo,5.0,0.3185606354630947,,0
R00231,2024-05-23 00:00:00+00:00,Bronze,28.0,Nairobi,3.8,0.2978497417619536,,0
R00232,2024-06-16 00:00:00+00:00,Bronze,35.0,Cairo,4.1,0.3582599573247715,,0
R00233,2024-02-29 00:00:00+00:00,Bronze,32.0,Cairo,4.5,0.2514268431686456,R00015,1
R00234,2023-11-20 00:00:00+00:00,Bronze,25.0,Lagos,4.6,0.2207465369916008,,0
R00235,2024-07-29 00:00:00+00:00,Silver,39.0,Lagos,4.6,0.2131594700660679,,0
R00236,2025-02-20 00:00:00+00:00,Silver,43.0,Lagos,4.9,0.2334467860674947,,0
R00237,2023-05-24 00:00:00+00:00,Bronze,27.0,Lagos,4.9,0.1494853074565937,R00103,1
R00238,2023-07-01 00:00:00+00:00,Bronze,26.0,Lagos,4.1,0.3584566263225269,,0
R00239,2024-06-09 00:00:00+00:00,Bronze,48.0,Nairobi,4.7,0.3890420010657066,,0
R00240,2023-09-13 00:00:00+00:00,Bronze,36.0,Cairo,3.8,0.4958029007934385,R00021,1
R00241,2023-07-27 00:00:00+00:00,Bronze,24.0,Cairo,4.1,0.0350843460818511,,0
R00242,2023-07-23 00:00:00+00:00,Bronze,34.0,Cairo,4.2,0.1681816209639664,,0
R00243,2023-08-02 00:00:00+00:00,Bronze,23.0,Cairo,4.5,0.4548495462405221,,0
R00244,2024-02-08 00:00:00+00:00,Bronze,33.0,Cairo,5.0,0.1608573324103555,,0
R00245,2025-02-10 00:00:00+00:00,Bronze,30.0,Nairobi,4.8,0.4226905154468813,,0
R00246,2024-12-14 00:00:00+00:00,Silver,18.0,Cairo,4.6,0.1534042462547451,R00021,1
R00247,2025-02-07 00:00:00+00:00,Bronze,35.0,Lagos,4.4,0.5148149949700763,,0
R00248,2025-04-13 00:00:00+00:00,Gold,20.0,Cairo,5.0,0.3513712124138362,,0
R00249,2024-06-28 00:00:00+00:00,Bronze,40.0,Nairobi,4.0,0.2763107016868408,,0
R00250,2023-12-29 00:00:00+00:00,Silver,43.0,Lagos,4.9,0.477491905673717,R00028,1
R00251,2024-12-13 00:00:00+00:00,Gold,26.0,Nairobi,3.9,0.3438533567335439,,0
R00252,2024-05-17 00:00:00+00:00,Silver,42.0,Lagos,4.3,0.3623489030474476,,0
R00253,2024-02-06 00:00:00+00:00,Gold,25.0,Lagos,5.0,0.4036281089359115,,0
R00254,2024-02-23 00:00:00+00:00,Bronze,22.0,Lagos,4.7,0.361631458736551,R00196,1
R00255,2023-09-01 00:00:00+00:00,Silver,29.0,Lagos,5.0,0.258649916620944,R00250,1
R00256,2024-12-25 00:00:00+00:00,Bronze,42.0,Cairo,5.0,0.3315001228702167,R00108,1
R00257,2024-02-16 00:00:00+00:00,Bronze,28.0,Nairobi,4.2,0.3269602410087279,,0
R00258,2024-07-01 00:00:00+00:00,Silver,29.0,Nairobi,4.4,0.0592684791810554,R00010,1
R00259,2024-09-24 00:00:00+00:00,Bronze,24.0,Cairo,5.0,0.307567113013436,,0
R00260,2023-12-31 00:00:00+00:00,Bronze,39.0,Lagos,3.4,0.433247333474015,,0
R00261,2024-02-02 00:00:00+00:00,Bronze,47.0,Lagos,4.3,0.4289778977964241,R00129,1
R00262,2024-12-16 00:00:00+00:00,Gold,21.0,Cairo,4.2,0.1804703993799708,,0
R00263,2024-07-02 00:00:00+00:00,Platinum,45.0,Cairo,4.1,0.1271591878965491,,0
R00264,2023-08-22 00:00:00+00:00,Silver,53.0,Nairobi,4.1,0.3377708066806938,,0
R00265,2023-06-02 00:00:00+00:00,Gold,49.0,Cairo,3.4,0.1553518349519601,,0
R00266,2024-01-01 00:00:00+00:00,Gold,38.0,Cairo,5.0,0.4954296681779454,,0
R00267,2024-03-03 00:00:00+00:00,Bronze,45.0,Lagos,3.7,0.1325206649848261,,0
