user_id,frequency,monetary,avg_fare,recency,tenure,avg_surge,max_surge,tip_total,avg_duration,distinct_drivers,weekend_ratio,night_ratio,card_ratio,tip_rate,trips_per_week,sessions_count,avg_time_on_app,avg_pages,conversion_rate,age,avg_rating_given,loyalty_status,city,was_referred,churn_prob,loyalty_rank,churn,churn_propensity_true
R00046,28,413.11,14.753928571428572,9,329,1.09,1.6,14.36,29.892857142857142,28,0.2857142857142857,0.32142857142857145,0.5357142857142857,0.03,0.6,5.0,129.4,4.2,0.4,38.0,4.7,Bronze,Cairo,0,0.2968915838221539,0,0,0.02767921971476435
R00047,19,304.71,16.03736842105263,2,310,1.08,1.7,15.11,32.89473684210526,19,0.21052631578947367,0.10526315789473684,0.42105263157894735,0.05,0.43,3.0,135.33333333333334,2.3333333333333335,0.0,38.0,3.9,Bronze,Nairobi,0,0.0910992994427144,0,0,0.0692702252465369
R00048,20,300.55,15.0275,2,324,1.27,2.0,11.72,31.6,20,0.25,0.45,0.35,0.04,0.43,5.0,13.0,2.4,0.0,18.0,4.5,Bronze,Nairobi,0,0.55528566720569,0,1,0.44174540584159194
R00049,17,259.72,15.277647058823531,6,320,1.11,1.8,14.82,25.470588235294116,17,0.35294117647058826,0.0,0.5882352941176471,0.06,0.37,11.0,49.36363636363637,2.4545454545454546,0.18181818181818182,47.0,4.7,Silver,Lagos,0,0.2677261007392464,1,0,0.0687236713746239
R00050,13,207.6,15.96923076923077,66,313,1.25,2.4,5.609999999999999,35.23076923076923,13,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.03,0.29,11.0,88.27272727272727,3.1818181818181817,0.0,48.0,5.0,Bronze,Lagos,0,0.2216757767894309,0,1,0.9538629886555232
R00051,20,261.84,13.091999999999999,1,332,1.06,1.5,7.97,31.9,20,0.1,0.15,0.3,0.03,0.42,8.0,121.375,3.0,0.125,34.0,4.3,Bronze,Nairobi,1,0.0528768765315581,0,0,0.12120828354114195
R00052,21,334.83,15.944285714285714,29,325,1.2,2.0,6.39,23.523809523809526,21,0.2857142857142857,0.3333333333333333,0.5238095238095238,0.02,0.45,3.0,125.66666666666667,3.6666666666666665,0.3333333333333333,18.0,4.7,Bronze,Nairobi,1,0.5941592950234724,0,0,0.04508466294265135
R00053,17,249.31,14.66529411764706,2,300,1.06,1.4,6.2,34.588235294117645,17,0.29411764705882354,0.29411764705882354,0.35294117647058826,0.02,0.4,1.0,53.0,5.0,1.0,43.0,4.7,Bronze,Cairo,0,0.2296086377463304,0,0,0.040933112619421466
R00054,13,214.67,16.513076923076923,25,321,1.08,1.5,5.13,24.692307692307693,13,0.3076923076923077,0.23076923076923078,0.5384615384615384,0.02,0.28,4.0,49.5,3.5,0.5,26.0,5.0,Silver,Nairobi,1,0.123597819238638,1,0,0.1530846691350542
R00055,16,272.40999999999997,17.025624999999998,0,278,1.15,1.9,1.45,32.3125,16,0.25,0.0,0.4375,0.01,0.4,2.0,2.5,2.5,0.0,31.0,4.1,Bronze,Lagos,0,0.7561044464443721,0,1,0.16899117184978296
R00056,23,348.64,15.158260869565217,10,307,1.11,1.6,7.86,30.08695652173913,23,0.21739130434782608,0.21739130434782608,0.5652173913043478,0.02,0.52,2.0,65.0,3.5,0.0,23.0,5.0,Bronze,Cairo,1,0.2908658054401095,0,0,0.013672621640545534
R00057,24,335.78000000000003,13.990833333333335,11,325,1.09,1.9,11.72,27.333333333333332,24,0.20833333333333334,0.041666666666666664,0.5416666666666666,0.03,0.52,3.0,102.0,3.3333333333333335,0.0,39.0,4.8,Bronze,Lagos,0,0.4507836749433272,0,0,0.25897623468265524
R00058,14,219.53,15.680714285714286,20,314,1.07,1.5,8.239999999999998,27.714285714285715,14,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.04,0.31,5.0,71.2,1.8,0.4,35.0,5.0,Gold,Nairobi,0,0.3893590424103285,2,0,0.04524023302812418
R00059,18,259.42,14.412222222222223,72,333,1.11,1.6,6.15,33.22222222222222,18,0.2222222222222222,0.05555555555555555,0.5,0.02,0.38,4.0,26.75,2.5,0.25,37.0,4.1,Bronze,Lagos,1,0.0750071571453533,0,1,0.9595293476122034
R00060,17,241.31,14.194705882352942,11,315,1.11,1.7,2.52,33.23529411764706,17,0.35294117647058826,0.11764705882352941,0.7058823529411765,0.01,0.38,5.0,285.8,3.0,0.0,40.0,4.7,Bronze,Lagos,1,0.2156576803926042,0,0,0.014284965442820615
R00061,26,395.84000000000003,15.224615384615387,19,329,1.17,1.7,8.36,27.807692307692307,26,0.19230769230769232,0.19230769230769232,0.46153846153846156,0.02,0.55,2.0,15.5,3.0,0.0,35.0,4.1,Bronze,Cairo,0,0.0345773093642957,0,0,0.025066474174440263
R00062,21,331.01,15.762380952380951,1,318,1.09,1.9,8.52,32.38095238095238,21,0.19047619047619047,0.2857142857142857,0.42857142857142855,0.03,0.46,3.0,61.333333333333336,5.0,0.3333333333333333,30.0,4.9,Silver,Cairo,1,0.4495572393431949,1,0,0.026818504582736522
R00063,17,272.78,16.045882352941174,4,320,1.13,1.7,5.35,37.35294117647059,17,0.47058823529411764,0.23529411764705882,0.47058823529411764,0.02,0.37,5.0,55.0,1.2,0.2,38.0,3.6,Bronze,Cairo,0,0.1659046469186085,0,1,0.49426486893014865
R00064,10,178.13,17.813,0,299,1.28,2.1,3.52,23.7,10,0.5,0.0,0.4,0.02,0.23,5.0,171.6,1.4,0.2,38.0,4.5,Silver,Lagos,0,0.3516004633006809,1,1,0.8662491294278178
R00065,16,288.65,18.040625,11,326,1.16,2.7,9.43,24.9375,16,0.3125,0.125,0.6875,0.03,0.34,2.0,8.0,3.0,0.0,45.0,4.7,Silver,Cairo,0,0.3787574867592808,1,0,0.44324583625915553
R00066,19,269.15,14.165789473684208,13,298,1.09,1.8,10.16,27.526315789473685,19,0.3157894736842105,0.47368421052631576,0.631578947368421,0.04,0.45,1.0,18.0,2.0,0.0,44.0,4.6,Bronze,Cairo,0,0.2374489453076986,0,0,0.04087987534476782
R00067,15,189.86,12.657333333333334,13,323,1.0,1.0,22.38,31.733333333333334,15,0.3333333333333333,0.3333333333333333,0.4,0.12,0.33,4.0,36.5,2.0,0.0,32.0,4.6,Platinum,Lagos,1,0.129172651747416,3,0,0.009941426200713187
R00068,24,355.34000000000003,14.805833333333334,17,303,1.17,2.0,16.44,31.708333333333332,24,0.20833333333333334,0.25,0.5,0.05,0.55,10.0,43.4,2.9,0.1,18.0,4.2,Silver,Nairobi,0,0.3025972275799573,1,0,0.13046930529183653
R00069,24,320.81,13.367083333333333,15,329,1.07,1.5,11.59,29.458333333333332,24,0.25,0.125,0.4583333333333333,0.04,0.51,6.0,61.166666666666664,3.1666666666666665,0.0,20.0,3.8,Bronze,Nairobi,1,0.1142799239992379,0,0,0.039110702086699554
R00070,16,256.08,16.005,7,331,1.24,2.2,3.27,28.1875,16,0.125,0.25,0.4375,0.01,0.34,7.0,119.71428571428571,2.142857142857143,0.0,44.0,5.0,Bronze,Nairobi,0,0.1145642344870002,0,0,0.03904912521271777
R00071,27,365.85,13.55,32,310,1.1,2.0,0.6,34.18518518518518,27,0.37037037037037035,0.3333333333333333,0.4074074074074074,0.0,0.61,5.0,124.0,4.0,0.0,18.0,4.1,Bronze,Cairo,1,0.427204987152225,0,0,0.01700311422536639
R00072,17,271.18,15.951764705882354,11,322,1.14,1.7,11.469999999999999,31.705882352941178,17,0.23529411764705882,0.23529411764705882,0.6470588235294118,0.04,0.37,3.0,32.0,2.3333333333333335,0.6666666666666666,45.0,4.3,Gold,Cairo,0,0.0734096699497335,2,0,0.020502917624165135
R00073,15,262.98,17.532,7,329,1.31,2.4,4.6000000000000005,30.666666666666668,14,0.6,0.3333333333333333,0.4,0.02,0.32,2.0,246.5,2.5,0.0,45.0,5.0,Silver,Nairobi,0,0.2235788109340122,1,1,0.48536166094038674
R00074,18,264.81,14.711666666666666,79,330,1.07,1.5,6.34,27.22222222222222,17,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.02,0.38,9.0,122.66666666666667,2.888888888888889,0.2222222222222222,51.0,4.7,Silver,Nairobi,0,0.1391667877232184,1,1,0.7385887018197488
R00075,18,292.83,16.26833333333333,23,309,1.21,2.6,3.4699999999999998,33.0,18,0.16666666666666666,0.16666666666666666,0.5555555555555556,0.01,0.41,7.0,58.142857142857146,2.7142857142857144,0.2857142857142857,53.0,4.6,Bronze,Lagos,1,0.5320351353115447,0,1,0.7104443798077892
R00076,19,278.36,14.650526315789474,4,335,1.18,2.2,6.29,31.68421052631579,19,0.3157894736842105,0.21052631578947367,0.631578947368421,0.02,0.4,3.0,105.0,3.0,0.0,35.0,5.0,Bronze,Nairobi,0,0.1533746168508103,0,1,0.04279641417940511
R00077,11,173.19,15.744545454545454,105,332,1.17,1.7,5.62,31.454545454545453,11,0.09090909090909091,0.36363636363636365,0.7272727272727273,0.03,0.23,7.0,369.14285714285717,3.4285714285714284,0.14285714285714285,40.0,4.3,Silver,Nairobi,0,0.3925335263020058,1,1,0.9966937733804061
R00078,18,317.90999999999997,17.661666666666665,35,321,1.28,2.4,9.53,25.444444444444443,18,0.3333333333333333,0.1111111111111111,0.2777777777777778,0.03,0.39,6.0,91.33333333333333,1.8333333333333333,0.0,43.0,4.1,Bronze,Cairo,0,0.1582749031926973,0,1,0.8040947294587882
R00079,29,483.97,16.688620689655174,1,320,1.23,2.2,14.72,37.724137931034484,29,0.3793103448275862,0.1724137931034483,0.5172413793103449,0.03,0.63,6.0,62.333333333333336,2.8333333333333335,0.16666666666666666,53.0,4.6,Silver,Cairo,1,0.5000642060242695,1,0,0.0038679817416282293
R00080,20,326.02,16.301,43,326,1.18,1.6,3.8600000000000003,30.6,20,0.1,0.3,0.45,0.01,0.43,4.0,95.5,3.5,0.0,41.0,4.0,Silver,Nairobi,0,0.4084546332336575,1,1,0.7252921836812972
R00081,25,382.93,15.3172,18,307,1.14,2.3,11.309999999999999,33.72,25,0.4,0.24,0.56,0.03,0.57,10.0,84.4,3.0,0.1,33.0,4.6,Bronze,Nairobi,1,0.1276952166611272,0,0,0.006793444018910258
R00082,19,343.74,18.091578947368422,21,293,1.22,2.5,8.7,25.736842105263158,19,0.2631578947368421,0.3684210526315789,0.3684210526315789,0.03,0.45,4.0,87.5,2.0,0.0,24.0,3.7,Silver,Nairobi,1,0.2723028130421054,1,0,0.15860840558814188
R00083,15,237.32,15.821333333333333,4,325,1.07,1.4,8.03,37.06666666666667,15,0.3333333333333333,0.2,0.2,0.03,0.32,5.0,375.0,3.0,0.2,25.0,5.0,Bronze,Lagos,1,0.3310075261815995,0,0,0.07123424932200545
R00084,19,333.63,17.559473684210527,9,334,1.19,1.9,15.44,30.94736842105263,19,0.3157894736842105,0.3157894736842105,0.5263157894736842,0.05,0.4,5.0,393.6,3.2,0.6,25.0,4.6,Gold,Nairobi,0,0.0941799983863534,2,0,0.005611717836469182
R00085,19,273.57,14.398421052631578,23,304,1.16,1.7,13.05,31.473684210526315,18,0.3157894736842105,0.0,0.5263157894736842,0.05,0.44,2.0,71.0,2.0,0.5,35.0,4.5,Silver,Lagos,0,0.0850348837289639,1,0,0.18729102775474196
R00086,24,356.04,14.835,15,334,1.1,2.0,9.379999999999999,36.083333333333336,24,0.375,0.16666666666666666,0.375,0.03,0.5,1.0,743.0,2.0,0.0,35.0,5.0,Bronze,Lagos,0,0.2328261310768135,0,0,0.01077226671219097
R00087,16,243.28,15.205,21,318,1.12,1.6,7.159999999999999,35.5,16,0.25,0.1875,0.625,0.03,0.35,4.0,13.25,1.5,0.0,23.0,4.3,Silver,Nairobi,0,0.52562970707465,1,0,0.4228476456237863
R00088,19,290.7,15.299999999999999,72,332,1.13,1.7,11.79,31.63157894736842,19,0.3157894736842105,0.2631578947368421,0.631578947368421,0.04,0.4,5.0,64.8,2.6,0.2,49.0,3.8,Silver,Nairobi,0,0.3911393238329257,1,1,0.9195026611064886
R00089,27,447.1,16.55925925925926,0,315,1.19,1.9,20.63,25.074074074074073,27,0.4074074074074074,0.07407407407407407,0.6296296296296297,0.05,0.6,5.0,561.0,3.2,0.2,38.0,4.6,Bronze,Lagos,0,0.4791333759012325,0,0,0.016650688303802515
R00090,23,396.32,17.231304347826086,24,320,1.23,2.3,25.87,27.47826086956522,23,0.30434782608695654,0.08695652173913043,0.43478260869565216,0.07,0.5,8.0,62.125,2.375,0.375,37.0,4.0,Gold,Lagos,0,0.1643631095931657,2,0,0.1218647172480232
R00091,15,247.52,16.501333333333335,102,313,1.17,2.0,6.06,28.466666666666665,15,0.13333333333333333,0.4,0.5333333333333333,0.02,0.34,6.0,27.666666666666668,2.3333333333333335,0.0,44.0,4.3,Silver,Nairobi,0,0.0366101728754421,1,1,0.9585436354712527
R00092,19,330.07,17.372105263157895,24,329,1.14,2.2,9.54,25.63157894736842,19,0.3157894736842105,0.21052631578947367,0.7368421052631579,0.03,0.4,4.0,62.5,2.5,0.25,20.0,4.4,Bronze,Cairo,0,0.059747537123214,0,0,0.0835041567861593
R00093,24,341.98,14.249166666666667,23,309,1.05,1.4,10.81,34.958333333333336,24,0.3333333333333333,0.25,0.5416666666666666,0.03,0.54,5.0,94.4,2.6,0.0,35.0,4.5,Bronze,Nairobi,0,0.3668583272761777,0,0,0.03592418173953925
R00094,18,242.33,13.462777777777779,41,328,1.06,1.4,6.1,30.444444444444443,18,0.6111111111111112,0.2222222222222222,0.4444444444444444,0.03,0.38,11.0,38.18181818181818,2.6363636363636362,0.2727272727272727,35.0,5.0,Silver,Nairobi,0,0.4725989620975035,1,0,0.029128765508515477
R00095,22,364.74,16.579090909090908,54,316,1.17,2.0,12.35,30.363636363636363,22,0.2727272727272727,0.2727272727272727,0.5,0.03,0.49,5.0,95.4,3.4,0.2,39.0,3.8,Bronze,Nairobi,1,0.2268244178133529,0,0,0.0824244858666772
R00096,21,329.99,15.713809523809525,13,333,1.11,1.8,38.01,29.857142857142858,21,0.2857142857142857,0.23809523809523808,0.5238095238095238,0.12,0.44,5.0,39.2,2.4,0.0,18.0,4.7,Gold,Nairobi,1,0.332484349888392,2,0,0.0014225002539680922
R00097,16,208.87,13.054375,2,319,1.17,1.7,2.96,32.375,16,0.125,0.3125,0.4375,0.01,0.35,5.0,87.4,2.0,0.0,26.0,5.0,Bronze,Cairo,0,0.1363905891831222,0,0,0.04001068608617286
R00098,20,293.74,14.687000000000001,24,306,1.06,1.6,4.09,31.8,20,0.35,0.3,0.4,0.01,0.46,4.0,6.5,3.0,0.0,37.0,4.5,Bronze,Nairobi,0,0.3364425968203766,0,0,0.23303658156201346
R00099,22,336.84,15.31090909090909,25,307,1.17,2.1,9.17,29.454545454545453,22,0.36363636363636365,0.0,0.5454545454545454,0.03,0.5,3.0,28.0,2.0,0.3333333333333333,35.0,5.0,Bronze,Lagos,1,0.6422268488137456,0,1,0.033646983890245806
