user_id,signup_date,loyalty_status,age,city,avg_rating_given,churn_prob,referred_by
R00022,2025-01-30,Bronze,45.045023525467215,Lagos,4.7,0.14543468233394294,
R00023,2024-09-15,Bronze,50.99949075524288,Lagos,4.6,0.2275797908870763,R00001
R00024,2025-04-16,Gold,40.615497566801324,Nairobi,4.4,0.38194861609999287,R00015
R00025,2023-10-24,Bronze,45.73577084214619,Cairo,3.8,0.4325432238769507,R00021
R00026,2024-08-08,Bronze,18.761955528485494,Lagos,4.7,0.22238386273165445,
R00027,2023-07-13,Silver,35.381568557422376,Cairo,4.7,0.32206423778334065,R00021
R00028,2025-03-15,Silver,42.42912266413669,Cairo,4.9,0.38401757751079085,
R00029,2023-12-25,Bronze,22.954468464671187,Lagos,4.8,0.04350922023035061,R00025
R00030,2024-09-05,Bronze,45.94778329399017,Lagos,4.1,0.06685714522264721,R00023
R00031,2024-03-19,Bronze,29.635793338363452,Lagos,4.1,0.27699581652485206,
R00032,2024-09-21,Bronze,34.639185738831436,Nairobi,5.0,0.1423222710606449,
R00033,2024-02-21,Bronze,24.57087466767476,Cairo,4.6,0.3302459027051639,R00018
R00034,2024-06-08,Silver,44.86960759629717,Nairobi,3.1,0.09859651556261954,
R00035,2025-01-25,Bronze,36.293999539812944,Nairobi,4.7,0.19531091723121308,
R00036,2024-05-04,Bronze,31.379550353302882,Lagos,3.9,0.17798341541454987,
R00037,2024-03-03,Gold,38.937468756385044,Nairobi,3.9,0.24799569889577142,
R00038,2023-12-12,Silver,32.073592168046936,Nairobi,5.0,0.24839699748883934,
R00039,2024-09-04,Bronze,44.37521162984037,Nairobi,4.5,0.5751170483042427,
R00040,2024-07-28,Silver,28.18656926937523,Cairo,3.9,0.2007305383539973,
R00041,2023-12-18,Bronze,34.65139832683153,Lagos,3.7,0.09496368972088352,
R00042,2023-10-05,Bronze,18.0,Lagos,3.9,0.3846252956347578,
R00043,2024-09-30,Bronze,30.67298837540761,Nairobi,3.7,0.26495417554564166,
R00044,2024-11-24,Bronze,32.21967628091825,Cairo,4.7,0.2283759236765485,
R00045,2024-12-13,Bronze,26.10123066684948,Nairobi,4.8,0.21405671648631314,
R00046,2023-12-15,Bronze,37.67206378116983,Cairo,4.7,0.29689158382215397,
R00047,2024-05-04,Bronze,37.64963742459592,Nairobi,3.9,0.09109929944271447,
R00048,2024-04-26,Bronze,18.0,Nairobi,4.5,0.55528566720569,
R00049,2024-01-12,Silver,46.69416052945808,Lagos,4.7,0.2677261007392464,
R00050,2023-11-28,Bronze,48.398631812709795,Lagos,5.0,0.22167577678943093,
R00051,2024-05-03,Bronze,34.19467776551348,Nairobi,4.3,0.05287687653155812,R00047
R00052,2023-12-29,Bronze,18.0,Nairobi,4.7,0.5941592950234724,R00003
R00053,2024-01-03,Bronze,43.46390983808398,Cairo,4.7,0.22960863774633047,
R00054,2024-03-08,Silver,25.618105544822676,Nairobi,5.0,0.12359781923863804,R00026
R00055,2024-10-04,Bronze,31.15678371337428,Lagos,4.1,0.7561044464443721,
R00056,2024-01-28,Bronze,22.56482941255146,Cairo,5.0,0.29086580544010954,R00017
R00057,2025-04-04,Bronze,39.25389567869829,Lagos,4.8,0.4507836749433272,
R00058,2023-10-12,Gold,35.28514486065105,Nairobi,5.0,0.3893590424103285,
R00059,2025-04-07,Bronze,37.29458125225405,Lagos,4.1,0.07500715714535335,R00002
R00060,2024-12-14,Bronze,40.15762917891128,Lagos,4.7,0.21565768039260422,R00040
R00061,2024-07-10,Bronze,34.80629704647256,Cairo,4.1,0.03457730936429577,
R00062,2023-09-24,Silver,30.143773054758487,Cairo,4.9,0.44955723934319497,R00039
R00063,2025-03-17,Bronze,37.667922185295,Cairo,3.6,0.1659046469186085,
R00064,2024-07-16,Silver,38.007366019039864,Lagos,4.5,0.3516004633006809,
R00065,2024-04-10,Silver,44.66037000897586,Cairo,4.7,0.37875748675928084,
R00066,2023-12-26,Bronze,43.99234350025725,Cairo,4.6,0.23744894530769867,
R00067,2024-07-12,Platinum,31.85021387097303,Lagos,4.6,0.12917265174741602,R00041
R00068,2024-07-23,Silver,18.0,Nairobi,4.2,0.30259722757995733,
R00069,2025-02-13,Bronze,19.681741635528702,Nairobi,3.8,0.11427992399923792,R00033
R00070,2024-06-03,Bronze,44.29803234867745,Nairobi,5.0,0.11456423448700027,
R00071,2023-05-23,Bronze,18.0,Cairo,4.1,0.427204987152225,R00036
R00072,2024-03-16,Gold,45.01387559848417,Cairo,4.3,0.07340966994973351,
R00073,2023-11-10,Silver,45.46700514181073,Nairobi,5.0,0.2235788109340122,
R00074,2024-05-27,Silver,51.149758142786766,Nairobi,4.7,0.1391667877232184,
R00075,2023-10-10,Bronze,53.013087863454714,Lagos,4.6,0.5320351353115447,R00017
R00076,2025-04-11,Bronze,34.83050826636554,Nairobi,5.0,0.15337461685081036,
R00077,2023-08-13,Silver,40.40914896399662,Nairobi,4.3,0.39253352630200583,
R00078,2024-05-07,Bronze,42.595494894569484,Cairo,4.1,0.15827490319269738,
R00079,2024-08-20,Silver,53.10714275728862,Cairo,4.6,0.5000642060242695,R00078
R00080,2024-08-27,Silver,41.08240839220937,Nairobi,4.0,0.40845463323365755,
R00081,2023-06-20,Bronze,33.36718679877274,Nairobi,4.6,0.12769521666112726,R00040
R00082,2024-04-20,Silver,24.241355095312777,Nairobi,3.7,0.27230281304210546,R00037
R00083,2023-10-02,Bronze,25.463475611169976,Lagos,5.0,0.3310075261815995,R00040
R00084,2025-01-28,Gold,25.302203229741572,Nairobi,4.6,0.0941799983863534,
R00085,2024-03-20,Silver,34.935569231229245,Lagos,4.5,0.08503488372896399,
R00086,2023-06-11,Bronze,34.706481893728004,Lagos,5.0,0.23282613107681352,
R00087,2023-10-12,Silver,23.484934939197327,Nairobi,4.3,0.52562970707465,
R00088,2024-07-23,Silver,49.458076061809024,Nairobi,3.8,0.3911393238329257,
R00089,2024-07-22,Bronze,37.707437431919686,Lagos,4.6,0.47913337590123256,
R00090,2023-11-09,Gold,37.381245470605485,Lagos,4.0,0.16436310959316577,
R00091,2024-08-08,Silver,43.683021319938526,Nairobi,4.3,0.03661017287544218,
R00092,2023-08-03,Bronze,19.7177737866702,Cairo,4.4,0.05974753712321401,
R00093,2025-02-21,Bronze,34.838518211594476,Nairobi,4.5,0.36685832727617773,
R00094,2023-08-01,Silver,35.188746610828474,Nairobi,5.0,0.4725989620975035,
R00095,2024-08-24,Bronze,38.64372763392653,Nairobi,3.8,0.2268244178133529,R00010
R00096,2024-10-09,Gold,18.0,Nairobi,4.7,0.332484349888392,R00049
R00097,2023-11-23,Bronze,26.259079290074887,Cairo,5.0,0.13639058918312227,
R00098,2024-04-25,Bronze,37.3370911212616,Nairobi,4.5,0.3364425968203766,
R00099,2024-09-03,Bronze,35.06164921511986,Lagos,5.0,0.6422268488137456,R00020
R00100,2023-12-30,Bronze,38.36728666938208,Nairobi,4.5,0.33722965298716967,R00069
R00101,2023-11-06,Silver,43.901310759497136,Nairobi,3.7,0.3652124149627916,
R00102,2023-11-01,Silver,37.679204038193674,Cairo,4.4,0.41171230378221046,
R00103,2025-02-27,Silver,22.848602987005982,Lagos,4.5,0.4096502920105954,
R00104,2024-04-22,Silver,27.05032227011131,Nairobi,4.2,0.39608019565490654,
R00105,2024-06-30,Gold,44.54981913159078,Cairo,4.6,0.23805881331092268,R00006
R00106,2024-04-13,Bronze,39.404909487135576,Cairo,5.0,0.4046490586656882,
R00107,2025-04-04,Bronze,30.15511422342218,Lagos,4.5,0.1682732339882772,
R00108,2024-04-24,Bronze,23.99814104320175,Lagos,4.5,0.3438516292219788,R00058
R00109,2024-10-19,Gold,46.04483940456845,Lagos,3.9,0.3163560397763678,
R00110,2024-03-12,Bronze,32.02713179709456,Lagos,3.9,0.16457878970568712,R00017
R00111,2024-03-25,Silver,30.007910392433683,Cairo,4.8,0.3165635672729368,R00086
R00112,2024-08-02,Silver,38.4341001635197,Lagos,4.2,0.20160849568773356,
R00113,2024-06-24,Bronze,28.942396885854805,Lagos,4.9,0.266664107768644,
R00114,2025-02-13,Bronze,41.80730061500741,Cairo,4.7,0.1355829520783844,R00039
R00115,2025-02-16,Bronze,40.38348993668567,Lagos,4.4,0.06687443817668386,
R00116,2024-01-19,Silver,21.599538459397557,Cairo,5.0,0.055895984864579626,R00025
R00117,2024-04-10,Bronze,35.89780380664043,Lagos,4.4,0.17856975684908372,R00056
R00118,2025-01-08,Silver,37.035700313210846,Cairo,4.5,0.3814691618584306,
R00119,2023-06-21,Bronze,46.85916562933102,Lagos,5.0,0.0236895768400995,R00108
R00120,2024-06-12,Platinum,34.596455758565,Cairo,4.6,0.12543837208369407,
R00121,2024-05-14,Bronze,35.113842929024905,Cairo,4.3,0.24376659758839817,R00090
R00122,2023-09-17,Bronze,52.77125099009737,Nairobi,4.6,0.44294607386155727,R00048
R00123,2024-01-03,Gold,40.56727824769527,Nairobi,5.0,0.10331806853911826,
R00124,2024-05-27,Bronze,25.789873278507827,Cairo,4.5,0.44700218298166844,R00092
R00125,2024-03-22,Bronze,38.2693855198976,Lagos,4.1,0.18538662421700075,
R00126,2024-05-15,Bronze,41.2845175904092,Cairo,4.3,0.26136712744365304,
R00127,2023-05-26,Bronze,49.455690737000175,Cairo,5.0,0.1472361632639129,
R00128,2024-11-11,Bronze,46.96044183230539,Cairo,3.5,0.29148727654815026,
R00129,2024-03-27,Bronze,47.52273706816396,Cairo,4.2,0.16868531899387407,
R00130,2024-07-04,Bronze,29.12854436576379,Nairobi,4.1,0.32326492518166705,
R00131,2023-08-09,Bronze,34.14489713785323,Lagos,5.0,0.3414775492338986,
R00132,2024-08-24,Silver,41.115832475575424,Nairobi,4.9,0.4516347498364111,
R00133,2024-01-02,Gold,44.62554426784543,Cairo,5.0,0.20089579724649564,
R00134,2025-01-26,Bronze,42.91945183306048,Lagos,3.9,0.5766586389254302,
R00135,2024-02-06,Bronze,22.81867948032503,Cairo,3.6,0.10287996240637558,
R00136,2024-10-20,Gold,42.274052545252175,Lagos,4.8,0.050149917112704986,
R00137,2023-05-02,Bronze,60.40288199318098,Lagos,4.6,0.18419797316004247,R00135
R00138,2023-11-25,Silver,35.20650451143859,Cairo,4.7,0.1646723595792388,
R00139,2024-12-26,Bronze,27.911730828176935,Cairo,4.9,0.20491651322736198,R00083
R00140,2024-08-07,Silver,28.98644999068921,Lagos,4.1,0.45364517553465455,
R00141,2023-06-18,Gold,38.0716858247643,Cairo,5.0,0.23233484685853598,R00007
R00142,2024-05-15,Bronze,36.84094268240575,Nairobi,4.5,0.3895161506185756,
R00143,2025-04-14,Bronze,28.35625934993475,Nairobi,4.2,0.3991628880664878,
R00144,2024-04-15,Gold,27.22799599301716,Nairobi,5.0,0.29390966953835307,R00003
R00145,2024-02-08,Bronze,35.43353430336316,Cairo,4.3,0.573402630794354,
R00146,2024-12-29,Bronze,27.239043323009682,Cairo,5.0,0.3659639420148633,
R00147,2024-03-26,Silver,42.303371586075734,Cairo,4.7,0.6499777303070238,
R00148,2024-11-29,Silver,33.17878472909491,Cairo,5.0,0.3259941812443281,
R00149,2023-12-19,Bronze,18.0,Cairo,5.0,0.3468258327886682,R00027
R00150,2025-02-21,Silver,35.07649288003406,Lagos,3.9,0.44401637411684486,R00103
R00151,2023-07-24,Silver,26.41477026160174,Nairobi,5.0,0.4170009830556392,
R00152,2024-07-21,Silver,36.21929721422666,Lagos,4.5,0.38069546308624597,R00002
R00153,2023-09-04,Bronze,30.021689066609284,Cairo,5.0,0.03992217256621342,
R00154,2024-04-29,Silver,39.72714027051735,Lagos,4.8,0.35266161218255576,
R00155,2023-09-01,Platinum,48.67752400102877,Lagos,4.5,0.2805100067394798,R00002
R00156,2025-03-10,Bronze,44.37395459693001,Lagos,4.9,0.09650027506247526,
R00157,2024-12-16,Silver,39.001411764160714,Lagos,4.6,0.5807553315229994,
R00158,2024-10-12,Bronze,41.414721985834674,Cairo,4.2,0.2541779890917377,R00056
R00159,2024-12-14,Bronze,22.74375596269796,Cairo,4.5,0.5593796764523086,R00074
R00160,2025-01-08,Bronze,18.0,Cairo,4.2,0.324035160361162,
R00161,2025-03-21,Bronze,34.01065104697967,Lagos,4.7,0.5616556362211852,R00035
R00162,2025-01-24,Gold,30.699871764283202,Nairobi,4.9,0.2931515611789649,
R00163,2024-05-09,Bronze,36.244350600956736,Lagos,4.6,0.4075707007337065,
R00164,2023-10-19,Bronze,19.691184979526604,Nairobi,4.0,0.5000295300635156,R00094
R00165,2023-12-02,Gold,30.763681220144246,Cairo,3.6,0.3817091730801294,
R00166,2023-11-30,Bronze,39.07877269418523,Nairobi,4.8,0.09171775817155255,
R00167,2025-01-26,Bronze,27.846816046838867,Lagos,4.8,0.5127233658080116,
R00168,2023-06-16,Bronze,23.58071359497337,Nairobi,4.7,0.28747341250408487,
R00169,2023-09-01,Bronze,49.3558742575775,Cairo,3.9,0.1585035815189253,
R00170,2024-08-18,Platinum,18.0,Lagos,4.7,0.09538099671220474,R00121
R00171,2024-12-01,Gold,38.01320352521081,Cairo,4.8,0.39339031504159105,
R00172,2024-12-08,Bronze,27.945698303276536,Cairo,5.0,0.34220084623407987,
R00173,2024-03-11,Bronze,39.538267793149515,Lagos,4.1,0.1355210617619911,
R00174,2024-11-10,Gold,18.0,Nairobi,4.9,0.32870264103138735,
R00175,2024-07-07,Gold,30.992910357697895,Cairo,4.0,0.7225289374258923,
R00176,2023-10-07,Platinum,39.279550806465814,Cairo,4.7,0.6913486761006394,
R00177,2023-06-05,Bronze,47.63763399781067,Lagos,4.9,0.2721336549190099,
R00178,2023-07-06,Bronze,18.33323642079469,Lagos,4.8,0.18792512359032232,R00002
R00179,2024-02-28,Gold,31.875460346247756,Cairo,4.8,0.404959513869264,
R00180,2023-09-02,Silver,23.89344706570308,Cairo,5.0,0.039022383949465264,
R00181,2025-04-12,Gold,46.559479056432586,Lagos,4.3,0.16999499022738537,
R00182,2024-12-22,Gold,22.454254474975524,Nairobi,3.8,0.0955357455464646,
R00183,2024-04-18,Bronze,35.51367207192639,Cairo,3.9,0.08351318063441639,
R00184,2025-01-17,Bronze,56.00632070828103,Lagos,4.3,0.48595637298789035,
R00185,2024-07-20,Gold,33.15687171156064,Cairo,4.3,0.21839204350004018,
R00186,2023-08-08,Platinum,48.31757123151447,Cairo,5.0,0.2407485393579617,
R00187,2023-04-27,Silver,42.19352105174077,Lagos,4.7,0.10622585187456288,
R00188,2024-05-20,Platinum,49.3647849090571,Nairobi,3.7,0.2973697304438088,R00030
R00189,2025-03-09,Bronze,39.33468088061653,Lagos,4.1,0.09921736932764298,
R00190,2024-02-10,Bronze,25.294144988928814,Lagos,4.5,0.0819366431011277,
R00191,2023-06-10,Silver,34.0451531466822,Nairobi,5.0,0.11808543874306951,R00015
R00192,2024-02-28,Silver,48.50224350824237,Lagos,5.0,0.3077003057593037,
R00193,2024-08-29,Bronze,36.59570151546261,Cairo,4.4,0.10566836095965065,
R00194,2025-03-16,Bronze,40.607334625747654,Nairobi,4.6,0.1047687305245215,R00097
R00195,2024-10-30,Bronze,21.284978362493213,Cairo,4.6,0.5261478624523949,R00107
R00196,2024-02-26,Bronze,45.4621042492855,Lagos,4.2,0.06311663351073583,
R00197,2025-02-09,Bronze,29.080466032173923,Lagos,4.3,0.21900427590156124,
R00198,2023-11-13,Bronze,18.0,Nairobi,4.3,0.39132067918849894,R00024
R00199,2025-03-14,Bronze,26.762555357523624,Nairobi,4.9,0.06613159693388004,R00007
R00200,2024-01-04,Bronze,27.00975094257089,Nairobi,3.9,0.17252312106452147,
R00201,2025-02-13,Bronze,34.27015362196135,Lagos,4.3,0.32263067566498926,R00094
R00202,2025-01-04,Bronze,28.45877516519996,Lagos,5.0,0.4489849579815448,
R00203,2024-07-14,Silver,47.214842767421715,Nairobi,4.8,0.037338982109456825,
R00204,2023-06-05,Platinum,18.0,Lagos,4.4,0.06837306641043574,
R00205,2024-04-13,Silver,30.05005453962768,Cairo,4.7,0.2974185751247637,R00008
R00206,2023-07-15,Bronze,39.940115893872104,Nairobi,3.7,0.09550455241754618,
R00207,2024-04-25,Bronze,21.914414671172807,Lagos,4.2,0.08180240886508659,
R00208,2024-04-17,Bronze,42.53979340883555,Cairo,4.8,0.11924008763405672,
R00209,2023-09-23,Bronze,39.24125782790002,Lagos,4.0,0.48631102766450857,R00001
R00210,2024-09-02,Bronze,26.699160540612016,Nairobi,4.5,0.3830021761744881,R00068
R00211,2023-07-22,Silver,35.594323583131576,Lagos,4.1,0.2397523701736289,R00025
R00212,2023-05-18,Bronze,39.47327168148684,Lagos,4.7,0.09850901477773531,
R00213,2024-01-26,Bronze,26.74554139084853,Lagos,4.4,0.5313130447558889,
R00214,2025-04-25,Bronze,25.645188076373152,Cairo,4.5,0.1960079717608227,
R00215,2023-12-19,Gold,39.821200646658745,Lagos,4.9,0.18625418593175497,
R00216,2024-08-18,Silver,32.940045024622144,Lagos,4.1,0.2666940377886549,
R00217,2024-02-27,Gold,52.943698589229626,Cairo,4.1,0.4914062329768592,R00135
R00218,2024-06-14,Bronze,26.36026586749711,Nairobi,4.6,0.009460030908043284,
R00219,2023-07-05,Bronze,26.306445204582317,Cairo,5.0,0.5867371553035393,
R00220,2024-08-10,Bronze,38.41743539475048,Nairobi,4.5,0.6386073080473273,R00001
R00221,2023-07-31,Bronze,39.36992317321352,Nairobi,4.3,0.16647995284547296,R00188
R00222,2023-12-19,Bronze,39.86415549870207,Cairo,3.5,0.41089021979843415,R00030
R00223,2023-09-11,Bronze,33.49634935495075,Cairo,4.5,0.30959138571954825,
R00224,2024-03-17,Bronze,46.48629088119988,Lagos,4.8,0.30599381730449327,
R00225,2023-12-06,Silver,25.569789602757364,Cairo,5.0,0.49601707038135867,
R00226,2025-03-22,Bronze,32.06902987081218,Lagos,3.8,0.20287129447604507,R00002
R00227,2023-07-01,Bronze,50.770765045017754,Lagos,5.0,0.3594909534553158,R00069
R00228,2024-02-01,Bronze,37.590487780780215,Cairo,4.2,0.3279486896205931,
R00229,2023-06-29,Bronze,38.32154868043184,Nairobi,3.6,0.05540700429818733,
R00230,2023-07-03,Silver,34.004678840499196,Cairo,5.0,0.31856063546309477,
R00231,2024-05-23,Bronze,27.62813890284891,Nairobi,3.8,0.2978497417619536,
R00232,2024-06-16,Bronze,34.53581249918113,Cairo,4.1,0.35825995732477156,
R00233,2024-02-29,Bronze,31.858000744744388,Cairo,4.5,0.25142684316864566,R00015
R00234,2023-11-20,Bronze,24.732286094401598,Lagos,4.6,0.22074653699160082,
R00235,2024-07-29,Silver,39.07266765258772,Lagos,4.6,0.21315947006606795,
R00236,2025-02-20,Silver,43.46790807935744,Lagos,4.9,0.23344678606749472,
R00237,2023-05-24,Bronze,26.86326809737204,Lagos,4.9,0.14948530745659375,R00103
R00238,2023-07-01,Bronze,26.416920419745683,Lagos,4.1,0.3584566263225269,
R00239,2024-06-09,Bronze,48.31056115114013,Nairobi,4.7,0.3890420010657066,
R00240,2023-09-13,Bronze,35.60249994179674,Cairo,3.8,0.49580290079343853,R00021
R00241,2023-07-27,Bronze,24.108521525794185,Cairo,4.1,0.03508434608185115,
R00242,2023-07-23,Bronze,33.527879426572696,Cairo,4.2,0.16818162096396644,
R00243,2023-08-02,Bronze,23.331597461460635,Cairo,4.5,0.4548495462405221,
R00244,2024-02-08,Bronze,32.713838717463865,Cairo,5.0,0.16085733241035555,
R00245,2025-02-10,Bronze,30.440002368237327,Nairobi,4.8,0.4226905154468813,
R00246,2024-12-14,Silver,18.0,Cairo,4.6,0.15340424625474514,R00021
R00247,2025-02-07,Bronze,34.967348637741225,Lagos,4.4,0.5148149949700763,
R00248,2025-04-13,Gold,19.96951818065135,Cairo,5.0,0.3513712124138362,
R00249,2024-06-28,Bronze,39.887203578989904,Nairobi,4.0,0.27631070168684085,
R00250,2023-12-29,Silver,42.61118917669264,Lagos,4.9,0.477491905673717,R00028
R00251,2024-12-13,Gold,25.69669047156526,Nairobi,3.9,0.3438533567335439,
R00252,2024-05-17,Silver,41.837489071745864,Lagos,4.3,0.3623489030474476,
R00253,2024-02-06,Gold,24.87258264359837,Lagos,5.0,0.40362810893591156,
R00254,2024-02-23,Bronze,21.88629941501013,Lagos,4.7,0.36163145873655106,R00196
R00255,2023-09-01,Silver,29.450549227519534,Lagos,5.0,0.258649916620944,R00250
R00256,2024-12-25,Bronze,42.08202619467017,Cairo,5.0,0.3315001228702167,R00108
R00257,2024-02-16,Bronze,27.96361117268698,Nairobi,4.2,0.32696024100872795,
R00258,2024-07-01,Silver,28.940776519807514,Nairobi,4.4,0.05926847918105548,R00010
R00259,2024-09-24,Bronze,24.1580358721858,Cairo,5.0,0.307567113013436,
R00260,2023-12-31,Bronze,39.15857396905091,Lagos,3.4,0.43324733347401506,
R00261,2024-02-02,Bronze,47.430894021774876,Lagos,4.3,0.42897789779642415,R00129
R00262,2024-12-16,Gold,21.445916108217983,Cairo,4.2,0.18047039937997084,
R00263,2024-07-02,Platinum,44.94299198883776,Cairo,4.1,0.12715918789654915,
R00264,2023-08-22,Silver,53.17309197893009,Nairobi,4.1,0.33777080668069387,
R00265,2023-06-02,Gold,49.01217622222784,Cairo,3.4,0.15535183495196012,
R00266,2024-01-01,Gold,38.19737920415705,Cairo,5.0,0.4954296681779454,
R00267,2024-03-03,Bronze,44.78117016012995,Lagos,3.7,0.13252066498482615,
R00268,2024-12-27,Bronze,29.389872459518838,Nairobi,3.6,0.19719018661681934,
R00269,2023-05-22,Silver,39.32974897313879,Cairo,3.7,0.14806221683466048,
R00270,2024-06-13,Bronze,18.0,Lagos,4.3,0.44347927470585263,
R00271,2025-01-20,Bronze,32.48298632114802,Nairobi,3.9,0.287246714136692,
R00272,2025-02-23,Gold,32.425798941109846,Nairobi,4.3,0.198513128868796,
R00273,2025-03-17,Platinum,19.637369573650822,Cairo,4.3,0.3304009666697218,R00005
R00274,2024-11-18,Bronze,30.095309696428075,Nairobi,4.5,0.146737782546395,
R00275,2024-01-06,Bronze,45.567550589957726,Cairo,4.2,0.13315478149397086,R00146
R00276,2025-01-30,Bronze,33.98682362437076,Nairobi,3.4,0.23824463323643935,
R00277,2025-03-30,Bronze,48.714404387067205,Nairobi,4.6,0.3227979378849011,
R00278,2024-06-17,Platinum,34.150129419735464,Nairobi,5.0,0.03153001155219484,
R00279,2024-06-01,Silver,36.53391158076239,Nairobi,4.0,0.4667570336263586,
R00280,2024-02-27,Bronze,41.16361475485945,Nairobi,4.3,0.09697399318382109,
R00281,2023-08-07,Silver,27.720823756798403,Cairo,4.0,0.21410045871603617,
R00282,2023-06-24,Silver,26.01310261228589,Lagos,4.7,0.16677758359622488,
R00283,2023-05-12,Silver,33.02233728837777,Nairobi,5.0,0.3974476729701742,R00010
R00284,2024-09-23,Gold,21.627256749760434,Cairo,4.0,0.19951434143312263,R00239
R00285,2024-08-13,Bronze,41.0603117089322,Nairobi,4.3,0.2113976181189834,R00006
R00286,2023-08-22,Bronze,36.921280747868195,Cairo,4.6,0.31013685324013324,
R00287,2024-04-18,Bronze,31.720675472138492,Nairobi,4.1,0.21483575846582617,
R00288,2024-03-12,Bronze,23.457645663565643,Nairobi,5.0,0.39395310544555484,
R00289,2024-06-13,Silver,40.50161259722135,Lagos,4.3,0.23149751635542748,
R00290,2023-09-11,Bronze,36.03057486406914,Lagos,4.7,0.2413103903207353,
R00291,2023-09-15,Gold,18.0,Nairobi,5.0,0.2149902941865659,
R00292,2024-08-29,Platinum,49.43249009329041,Nairobi,4.9,0.3801550947609242,
R00293,2024-12-20,Silver,27.67779199792443,Lagos,4.2,0.2599070761568993,
R00294,2025-03-22,Bronze,32.33023754785154,Cairo,4.8,0.4500692989098959,
R00295,2024-05-14,Bronze,18.0,Lagos,4.8,0.32030956319949405,
R00296,2024-01-12,Silver,29.41727704988528,Nairobi,4.5,0.13234194198882207,
R00297,2025-03-17,Platinum,25.2177166338346,Lagos,4.6,0.2640482864196063,R00068
R00298,2024-10-19,Gold,29.965666078381986,Cairo,4.8,0.17748250635912033,
R00299,2023-12-10,Silver,42.28047517241168,Cairo,4.6,0.1851812348791618,
R00300,2024-02-20,Bronze,37.18908448621065,Cairo,4.3,0.33741628303094356,
R00301,2024-03-03,Platinum,22.34562044479026,Cairo,4.5,0.12873161142476255,
R00302,2024-02-09,Bronze,39.75947391940869,Cairo,4.7,0.315566981941016,
R00303,2023-06-02,Bronze,41.36325583995945,Nairobi,5.0,0.1465977798293411,
R00304,2023-12-28,Bronze,31.32442959764684,Cairo,4.0,0.27098915354044284,R00282
R00305,2024-02-28,Bronze,33.27609569872752,Cairo,4.2,0.22813377750050967,
R00306,2024-05-12,Silver,37.11851489964399,Lagos,4.5,0.3614052163298152,
R00307,2024-03-26,Silver,37.85102437692863,Lagos,4.4,0.17408833631407783,
R00308,2024-09-24,Bronze,30.295717824817924,Nairobi,4.4,0.12426688801962331,
R00309,2023-10-03,Platinum,36.750631564009645,Nairobi,3.0,0.04943027764275681,
R00310,2024-08-24,Bronze,28.161870842212792,Nairobi,4.5,0.4334551812804884,
R00311,2024-09-08,Gold,32.238896650976486,Cairo,4.2,0.31526263602977256,
R00312,2023-11-14,Bronze,27.372631480797835,Lagos,4.5,0.34490149301808515,
R00313,2023-06-28,Gold,24.18020655097834,Cairo,5.0,0.733947114426164,
R00314,2025-04-04,Bronze,18.097831345880014,Lagos,5.0,0.2648634941893942,
R00315,2025-02-14,Gold,44.57320351956673,Cairo,4.5,0.49120609308440666,
R00316,2023-09-11,Bronze,37.041391516298695,Lagos,4.1,0.1112995741113518,R00059
R00317,2023-10-04,Bronze,35.07896438058343,Cairo,4.5,0.15831124863300564,R00210
R00318,2025-02-21,Gold,39.771769862822126,Nairobi,4.3,0.5195037925807573,R00004
